algo,exp_label,req_id,src,dst,sp_hop,chosen_hop,detour,in_path_set,tree_depth,purify_rounds,fidelity,prob,finish_t,outcome
SP_balanced,tao=0.020000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.826312,0.81,12,accepted
SP_balanced,tao=0.020000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.020000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
ZFA_routing,tao=0.030000 Round=0,16,7,8,4,4,0,0,3,1|0|0|2,0.802875,0.556388,6,accepted
ZFA_routing,tao=0.030000 Round=0,28,2,8,4,4,0,1,2,5|4|0|4,0.800551,0.233957,11,accepted
ZFA_routing,tao=0.030000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.823688,0.81,12,accepted
ZFA_routing,tao=0.030000 Round=0,26,29,15,4,4,0,0,3,4|4|0|0,0.816247,0.374271,12,accepted
ZFA_routing,tao=0.030000 Round=0,25,23,8,3,3,0,1,2,1|0|0,0.802577,0.73909,6,accepted
ZFA_routing,tao=0.030000 Round=0,24,25,14,3,3,0,1,2,0|0|0,0.816768,0.81,9,accepted
ZFA_routing,tao=0.030000 Round=0,23,3,26,4,4,0,1,2,1|2|0|0,0.816083,0.570963,6,accepted
ZFA_routing,tao=0.030000 Round=0,22,4,16,4,4,0,1,2,4|5|0|0,0.801748,0.365717,12,accepted
ZFA_routing,tao=0.030000 Round=0,21,18,3,4,4,0,1,3,1|1|1|2,0.80388,0.452724,6,accepted
ZFA_routing,tao=0.030000 Round=0,20,21,18,1,1,0,1,0,0,0.915115,1,2,accepted
ZFA_routing,tao=0.030000 Round=0,19,16,12,3,3,0,1,2,0|0|1,0.806467,0.737953,4,accepted
ZFA_routing,tao=0.030000 Round=0,17,11,15,1,1,0,1,0,0,0.913368,1,2,accepted
ZFA_routing,tao=0.030000 Round=0,0,29,21,3,3,0,1,2,1|0|0,0.80469,0.726527,7,accepted
ZFA_routing,tao=0.030000 Round=0,15,21,16,3,3,0,1,2,4|0|0,0.808934,0.551029,12,accepted
ZFA_routing,tao=0.030000 Round=0,14,10,17,4,4,0,1,2,1|1|1|1,0.808402,0.501619,5,accepted
ZFA_routing,tao=0.030000 Round=0,13,10,23,4,4,0,1,2,1|1|1|1,0.801233,0.494131,5,accepted
ZFA_routing,tao=0.030000 Round=0,12,25,28,2,2,0,1,1,0|0,0.86319,0.9,3,accepted
ZFA_routing,tao=0.030000 Round=0,11,18,5,3,3,0,1,2,0|0|4,0.818961,0.595428,12,accepted
ZFA_routing,tao=0.030000 Round=0,10,11,18,3,3,0,0,2,4|0|0,0.807307,0.542772,10,accepted
ZFA_routing,tao=0.030000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.817992,0.81,7,accepted
ZFA_routing,tao=0.030000 Round=0,8,10,1,4,4,0,1,2,1|1|0|1,0.804526,0.555323,5,accepted
ZFA_routing,tao=0.030000 Round=0,6,7,28,4,4,0,1,3,4|0|0|4,0.802524,0.336691,12,accepted
ZFA_routing,tao=0.030000 Round=0,5,20,24,4,4,0,0,2,3|2|0|1,0.803971,0.466971,7,accepted
ZFA_routing,tao=0.030000 Round=0,2,13,27,2,2,0,1,1,0|0,0.84955,0.9,3,accepted
ZFA_routing,tao=0.030000 Round=0,1,0,20,4,4,0,1,3,0|0|0|4,0.804457,0.515801,9,accepted
ZFA_routing,tao=0.030000 Round=0,3,16,23,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.030000 Round=0,4,27,12,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.030000 Round=0,7,24,26,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.030000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.030000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
SP_skewed,tao=0.030000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.841237,0.599201,5,accepted
SP_skewed,tao=0.030000 Round=0,1,0,20,4,4,0,1,3,1|1|1|1,0.834932,0.530423,6,accepted
SP_skewed,tao=0.030000 Round=0,2,13,27,2,2,0,1,1,0|0,0.84955,0.9,3,accepted
SP_skewed,tao=0.030000 Round=0,3,16,23,4,4,0,1,3,2|2|2|2,0.819691,0.342027,8,accepted
SP_skewed,tao=0.030000 Round=0,4,27,12,4,4,0,1,3,1|1|1|1,0.809544,0.502905,9,accepted
SP_skewed,tao=0.030000 Round=0,5,20,24,4,4,0,1,3,1|1|1|1,0.805984,0.499334,6,accepted
SP_skewed,tao=0.030000 Round=0,6,7,28,4,4,0,1,3,1|1|1|1,0.810705,0.5048,10,accepted
SP_skewed,tao=0.030000 Round=0,7,24,26,4,4,0,1,3,1|1|1|1,0.801515,0.494586,11,accepted
SP_skewed,tao=0.030000 Round=0,8,10,1,4,4,0,1,3,1|1|1|1,0.818665,0.513013,11,accepted
SP_skewed,tao=0.030000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.81781,0.81,11,accepted
SP_skewed,tao=0.030000 Round=0,10,11,18,3,3,0,1,2,1|1|1,0.84626,0.60549,12,accepted
SP_skewed,tao=0.030000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.846876,0.605953,5,accepted
SP_skewed,tao=0.030000 Round=0,12,25,28,2,2,0,1,1,0|0,0.86319,0.9,10,accepted
SP_skewed,tao=0.030000 Round=0,13,10,23,4,4,0,1,3,1|1|1|1,0.800947,0.494131,12,accepted
SP_skewed,tao=0.030000 Round=0,14,10,17,4,4,0,1,3,1|1|1|1,0.808227,0.501619,6,accepted
SP_skewed,tao=0.030000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.030000 Round=0,17,11,15,1,1,0,1,0,0,0.913368,1,2,accepted
SP_skewed,tao=0.030000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.030000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,20,21,18,1,1,0,1,0,0,0.915115,1,2,accepted
SP_skewed,tao=0.030000 Round=0,21,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,23,3,26,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,24,25,14,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,25,23,8,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.030000 Round=0,26,29,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.030000 Round=0,27,1,26,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.030000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.030000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.841309,0.599201,5,accepted
SP_balanced,tao=0.030000 Round=0,1,0,20,4,4,0,1,2,1|1|1|1,0.835103,0.530423,5,accepted
SP_balanced,tao=0.030000 Round=0,2,13,27,2,2,0,1,1,0|0,0.84955,0.9,3,accepted
SP_balanced,tao=0.030000 Round=0,3,16,23,4,4,0,1,2,2|2|2|2,0.820011,0.342027,7,accepted
SP_balanced,tao=0.030000 Round=0,4,27,12,4,4,0,1,2,1|1|1|1,0.809799,0.502905,9,accepted
SP_balanced,tao=0.030000 Round=0,5,20,24,4,4,0,1,2,1|1|1|1,0.806252,0.499334,5,accepted
SP_balanced,tao=0.030000 Round=0,6,7,28,4,4,0,1,2,1|1|1|1,0.81093,0.5048,10,accepted
SP_balanced,tao=0.030000 Round=0,7,24,26,4,4,0,1,2,1|1|1|1,0.801867,0.494586,8,accepted
SP_balanced,tao=0.030000 Round=0,8,10,1,4,4,0,1,2,1|1|1|1,0.818947,0.513013,12,accepted
SP_balanced,tao=0.030000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.817992,0.81,7,accepted
SP_balanced,tao=0.030000 Round=0,10,11,18,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.846963,0.605953,9,accepted
SP_balanced,tao=0.030000 Round=0,12,25,28,2,2,0,1,1,0|0,0.86319,0.9,3,accepted
SP_balanced,tao=0.030000 Round=0,13,10,23,4,4,0,1,2,1|1|1|1,0.801233,0.494131,11,accepted
SP_balanced,tao=0.030000 Round=0,14,10,17,4,4,0,1,2,1|1|1|1,0.808402,0.501619,5,accepted
SP_balanced,tao=0.030000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,17,11,15,1,1,0,1,0,0,0.913368,1,2,accepted
SP_balanced,tao=0.030000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,20,21,18,1,1,0,1,0,0,0.915115,1,2,accepted
SP_balanced,tao=0.030000 Round=0,21,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,23,3,26,4,5,1,0,3,2|2|2|2|2,0.80019,0.279132,8,accepted
SP_balanced,tao=0.030000 Round=0,24,25,14,3,3,0,1,2,0|0|0,0.816766,0.81,7,accepted
SP_balanced,tao=0.030000 Round=0,25,23,8,3,3,0,1,2,1|1|1,0.840489,0.598318,12,accepted
SP_balanced,tao=0.030000 Round=0,26,29,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.030000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.823798,0.81,12,accepted
SP_balanced,tao=0.030000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.030000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
ZFA_routing,tao=0.040000 Round=0,15,21,16,3,3,0,1,2,2|0|0,0.802546,0.658511,6,accepted
ZFA_routing,tao=0.040000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.821127,0.81,12,accepted
ZFA_routing,tao=0.040000 Round=0,26,29,15,4,4,0,0,3,4|4|0|0,0.81053,0.374271,11,accepted
ZFA_routing,tao=0.040000 Round=0,25,23,8,3,3,0,1,2,4|0|0,0.808832,0.590509,12,accepted
ZFA_routing,tao=0.040000 Round=0,24,25,14,3,3,0,1,2,0|0|0,0.814189,0.81,9,accepted
ZFA_routing,tao=0.040000 Round=0,23,3,26,4,4,0,1,2,5|4|0|0,0.823282,0.393867,12,accepted
ZFA_routing,tao=0.040000 Round=0,22,4,16,4,4,0,1,3,0|2|1|1,0.803718,0.509576,6,accepted
ZFA_routing,tao=0.040000 Round=0,21,18,3,4,4,0,1,3,1|1|1|2,0.800414,0.452724,6,accepted
ZFA_routing,tao=0.040000 Round=0,20,21,18,1,1,0,1,0,0,0.914654,1,2,accepted
ZFA_routing,tao=0.040000 Round=0,19,16,12,3,3,0,1,2,0|0|4,0.808763,0.587304,12,accepted
ZFA_routing,tao=0.040000 Round=0,17,11,15,1,1,0,1,0,0,0.912902,1,2,accepted
ZFA_routing,tao=0.040000 Round=0,16,7,8,4,4,0,0,3,2|0|0|1,0.800985,0.545492,5,accepted
ZFA_routing,tao=0.040000 Round=0,0,29,21,3,3,0,1,2,1|0|0,0.801575,0.726527,7,accepted
ZFA_routing,tao=0.040000 Round=0,14,10,17,4,4,0,1,2,1|1|1|1,0.80512,0.501619,5,accepted
ZFA_routing,tao=0.040000 Round=0,13,10,23,4,4,0,1,2,2|0|4|5,0.802516,0.274878,12,accepted
ZFA_routing,tao=0.040000 Round=0,12,25,28,2,2,0,1,1,0|0,0.861642,0.9,3,accepted
ZFA_routing,tao=0.040000 Round=0,11,18,5,3,3,0,1,2,1|0|0,0.811106,0.724834,6,accepted
ZFA_routing,tao=0.040000 Round=0,10,11,18,3,3,0,0,2,2|0|0,0.80076,0.653259,6,accepted
ZFA_routing,tao=0.040000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.815472,0.81,7,accepted
ZFA_routing,tao=0.040000 Round=0,8,10,1,4,4,0,1,2,5|4|0|0,0.802538,0.36233,12,accepted
ZFA_routing,tao=0.040000 Round=0,6,7,28,4,4,0,1,3,4|0|0|3,0.802089,0.368457,8,accepted
ZFA_routing,tao=0.040000 Round=0,5,20,24,4,4,0,0,2,0|0|4|5,0.803188,0.323311,12,accepted
ZFA_routing,tao=0.040000 Round=0,2,13,27,2,2,0,1,1,0|0,0.847942,0.9,3,accepted
ZFA_routing,tao=0.040000 Round=0,1,0,20,4,4,0,1,3,1|0|0|1,0.803662,0.615211,5,accepted
ZFA_routing,tao=0.040000 Round=0,3,16,23,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,4,27,12,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,7,24,26,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.040000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
SP_skewed,tao=0.040000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.83875,0.599201,5,accepted
SP_skewed,tao=0.040000 Round=0,1,0,20,4,4,0,1,3,1|1|1|1,0.831712,0.530423,6,accepted
SP_skewed,tao=0.040000 Round=0,2,13,27,2,2,0,1,1,0|0,0.847942,0.9,3,accepted
SP_skewed,tao=0.040000 Round=0,3,16,23,4,4,0,1,3,2|2|2|2,0.816342,0.342027,8,accepted
SP_skewed,tao=0.040000 Round=0,4,27,12,4,4,0,1,3,1|1|1|1,0.806173,0.502905,9,accepted
SP_skewed,tao=0.040000 Round=0,5,20,24,4,4,0,1,3,1|1|1|1,0.802598,0.499334,6,accepted
SP_skewed,tao=0.040000 Round=0,6,7,28,4,4,0,1,3,1|1|1|1,0.807361,0.5048,10,accepted
SP_skewed,tao=0.040000 Round=0,7,24,26,4,4,0,1,3,2|2|2|2,0.82418,0.354266,12,accepted
SP_skewed,tao=0.040000 Round=0,8,10,1,4,4,0,1,3,1|1|1|1,0.815332,0.513013,11,accepted
SP_skewed,tao=0.040000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.81523,0.81,11,accepted
SP_skewed,tao=0.040000 Round=0,10,11,18,3,3,0,1,2,1|1|1,0.843824,0.60549,12,accepted
SP_skewed,tao=0.040000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.844421,0.605953,5,accepted
SP_skewed,tao=0.040000 Round=0,12,25,28,2,2,0,1,1,0|0,0.861642,0.9,10,accepted
SP_skewed,tao=0.040000 Round=0,13,10,23,4,5,1,0,4,3|3|3|3|3,0.801429,0.18488,9,accepted
SP_skewed,tao=0.040000 Round=0,14,10,17,4,4,0,1,3,1|1|1|1,0.804882,0.501619,9,accepted
SP_skewed,tao=0.040000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.040000 Round=0,17,11,15,1,1,0,1,0,0,0.912902,1,2,accepted
SP_skewed,tao=0.040000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.040000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,20,21,18,1,1,0,1,0,0,0.914654,1,2,accepted
SP_skewed,tao=0.040000 Round=0,21,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,23,3,26,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,24,25,14,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,25,23,8,3,3,0,1,2,1|1|1,0.838043,0.598318,12,accepted
SP_skewed,tao=0.040000 Round=0,26,29,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,27,1,26,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.040000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.040000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.838846,0.599201,5,accepted
SP_balanced,tao=0.040000 Round=0,1,0,20,4,4,0,1,2,1|1|1|1,0.831946,0.530423,5,accepted
SP_balanced,tao=0.040000 Round=0,2,13,27,2,2,0,1,1,0|0,0.847942,0.9,3,accepted
SP_balanced,tao=0.040000 Round=0,3,16,23,4,4,0,1,2,2|2|2|2,0.816772,0.342027,7,accepted
SP_balanced,tao=0.040000 Round=0,4,27,12,4,4,0,1,2,1|1|1|1,0.806517,0.502905,9,accepted
SP_balanced,tao=0.040000 Round=0,5,20,24,4,4,0,1,2,1|1|1|1,0.802959,0.499334,5,accepted
SP_balanced,tao=0.040000 Round=0,6,7,28,4,4,0,1,2,1|1|1|1,0.807665,0.5048,10,accepted
SP_balanced,tao=0.040000 Round=0,7,24,26,4,4,0,1,2,2|2|2|2,0.82464,0.354266,11,accepted
SP_balanced,tao=0.040000 Round=0,8,10,1,4,4,0,1,2,1|1|1|1,0.815711,0.513013,12,accepted
SP_balanced,tao=0.040000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.815472,0.81,7,accepted
SP_balanced,tao=0.040000 Round=0,10,11,18,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.844536,0.605953,10,accepted
SP_balanced,tao=0.040000 Round=0,12,25,28,2,2,0,1,1,0|0,0.861642,0.9,3,accepted
SP_balanced,tao=0.040000 Round=0,13,10,23,4,5,1,0,3,3|3|3|3|3,0.801856,0.18488,10,accepted
SP_balanced,tao=0.040000 Round=0,14,10,17,4,4,0,1,2,1|1|1|1,0.80512,0.501619,5,accepted
SP_balanced,tao=0.040000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,17,11,15,1,1,0,1,0,0,0.912902,1,2,accepted
SP_balanced,tao=0.040000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,20,21,18,1,1,0,1,0,0,0.914654,1,2,accepted
SP_balanced,tao=0.040000 Round=0,21,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,23,3,26,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,24,25,14,3,3,0,1,2,0|0|0,0.814186,0.81,6,accepted
SP_balanced,tao=0.040000 Round=0,25,23,8,3,3,0,1,2,1|1|1,0.838,0.598318,12,accepted
SP_balanced,tao=0.040000 Round=0,26,29,15,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_balanced,tao=0.040000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.821273,0.81,12,accepted
SP_balanced,tao=0.040000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_balanced,tao=0.040000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
ZFA_routing,tao=0.050000 Round=0,14,10,17,4,4,0,1,2,1|1|1|1,0.801825,0.501619,5,accepted
ZFA_routing,tao=0.050000 Round=0,27,1,26,3,3,0,1,2,0|0|0,0.818556,0.81,12,accepted
ZFA_routing,tao=0.050000 Round=0,26,29,15,4,4,0,0,3,4|4|0|0,0.806165,0.374271,11,accepted
ZFA_routing,tao=0.050000 Round=0,25,23,8,3,3,0,1,2,0|0|4,0.803132,0.572809,10,accepted
ZFA_routing,tao=0.050000 Round=0,24,25,14,3,3,0,1,2,0|0|0,0.8116,0.81,9,accepted
ZFA_routing,tao=0.050000 Round=0,23,3,26,4,4,0,1,2,5|4|0|0,0.820086,0.393867,12,accepted
ZFA_routing,tao=0.050000 Round=0,22,4,16,4,4,0,1,2,1|1|1|1,0.809368,0.509408,5,accepted
ZFA_routing,tao=0.050000 Round=0,21,18,3,4,4,0,1,3,1|1|2|2,0.803705,0.414836,6,accepted
ZFA_routing,tao=0.050000 Round=0,20,21,18,1,1,0,1,0,0,0.914191,1,2,accepted
ZFA_routing,tao=0.050000 Round=0,19,16,12,3,3,0,1,2,1|0|0,0.802461,0.732346,5,accepted
ZFA_routing,tao=0.050000 Round=0,17,11,15,1,1,0,1,0,0,0.912436,1,2,accepted
ZFA_routing,tao=0.050000 Round=0,16,7,8,4,4,0,0,3,3|0|0|1,0.800329,0.499309,7,accepted
ZFA_routing,tao=0.050000 Round=0,15,21,16,3,3,0,1,2,0|0|4,0.80093,0.571641,12,accepted
ZFA_routing,tao=0.050000 Round=0,0,29,21,3,3,0,1,2,0|0|4,0.806695,0.594151,12,accepted
ZFA_routing,tao=0.050000 Round=0,13,10,23,4,4,0,1,2,5|4|0|4,0.803261,0.256558,12,accepted
ZFA_routing,tao=0.050000 Round=0,12,25,28,2,2,0,1,1,0|0,0.860089,0.9,3,accepted
ZFA_routing,tao=0.050000 Round=0,11,18,5,3,3,0,1,2,1|0|0,0.808517,0.724834,6,accepted
ZFA_routing,tao=0.050000 Round=0,10,11,18,3,3,0,0,2,4|0|0,0.802045,0.542772,10,accepted
ZFA_routing,tao=0.050000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.812941,0.81,7,accepted
ZFA_routing,tao=0.050000 Round=0,8,10,1,4,4,0,1,3,3|0|0|4,0.801165,0.39356,9,accepted
ZFA_routing,tao=0.050000 Round=0,5,20,24,4,4,0,0,2,0|0|5|5,0.800261,0.296881,12,accepted
ZFA_routing,tao=0.050000 Round=0,2,13,27,2,2,0,1,1,0|0,0.84633,0.9,3,accepted
ZFA_routing,tao=0.050000 Round=0,6,7,28,4,4,0,1,3,5|0|0|4,0.800087,0.30909,10,accepted
ZFA_routing,tao=0.050000 Round=0,1,0,20,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
ZFA_routing,tao=0.050000 Round=0,3,16,23,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.050000 Round=0,4,27,12,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.050000 Round=0,7,24,26,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
ZFA_routing,tao=0.050000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.050000 Round=0,28,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
ZFA_routing,tao=0.050000 Round=0,29,22,6,4,NA,NA,NA,NA,NA,NA,NA,NA,no_shape
SP_skewed,tao=0.050000 Round=0,0,29,21,3,3,0,1,2,1|1|1,0.836252,0.599201,5,accepted
SP_skewed,tao=0.050000 Round=0,1,0,20,4,4,0,1,3,1|1|1|1,0.828473,0.530423,6,accepted
SP_skewed,tao=0.050000 Round=0,2,13,27,2,2,0,1,1,0|0,0.84633,0.9,3,accepted
SP_skewed,tao=0.050000 Round=0,3,16,23,4,4,0,1,3,2|2|2|2,0.812975,0.342027,8,accepted
SP_skewed,tao=0.050000 Round=0,4,27,12,4,4,0,1,3,1|1|1|1,0.802787,0.502905,9,accepted
SP_skewed,tao=0.050000 Round=0,5,20,24,4,4,0,1,3,2|2|2|2,0.824958,0.360682,7,accepted
SP_skewed,tao=0.050000 Round=0,6,7,28,4,4,0,1,3,1|1|1|1,0.804001,0.5048,10,accepted
SP_skewed,tao=0.050000 Round=0,7,24,26,4,4,0,1,3,2|2|2|2,0.820845,0.354266,12,accepted
SP_skewed,tao=0.050000 Round=0,8,10,1,4,4,0,1,3,1|1|1|1,0.811981,0.513013,11,accepted
SP_skewed,tao=0.050000 Round=0,9,7,19,3,3,0,1,2,0|0|0,0.812641,0.81,11,accepted
SP_skewed,tao=0.050000 Round=0,10,11,18,3,3,0,1,2,1|1|1,0.841376,0.60549,12,accepted
SP_skewed,tao=0.050000 Round=0,11,18,5,3,3,0,1,2,1|1|1,0.841953,0.605953,12,accepted
SP_skewed,tao=0.050000 Round=0,12,25,28,2,2,0,1,1,0|0,0.860089,0.9,10,accepted
SP_skewed,tao=0.050000 Round=0,13,10,23,4,5,1,0,4,4|4|4|4|4,0.80165,0.127185,10,accepted
SP_skewed,tao=0.050000 Round=0,14,10,17,4,4,0,1,3,1|1|1|1,0.801522,0.501619,10,accepted
SP_skewed,tao=0.050000 Round=0,15,21,16,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,16,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.050000 Round=0,17,11,15,1,1,0,1,0,0,0.912436,1,2,accepted
SP_skewed,tao=0.050000 Round=0,18,12,7,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
SP_skewed,tao=0.050000 Round=0,19,16,12,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,20,21,18,1,1,0,1,0,0,0.914191,1,2,accepted
SP_skewed,tao=0.050000 Round=0,21,18,3,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,22,4,16,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,23,3,26,4,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,24,25,14,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_mem
SP_skewed,tao=0.050000 Round=0,25,23,8,3,NA,NA,NA,NA,NA,NA,NA,NA,fail_fid
